id_especie,nome_cientifico,nome_popular_1,genero,especie,familia,autor_nome_cientifico,municipio_coleta,estado_coleta,arvore_altura_comercial_m,arvore_dap_cm,arvore_das_cm,densidade_basica,densidade_seca,densidade_verde,densidade_aparente,contracao_tangencial,contracao_radial,contracao_volumetrica,relacao_tangencial_radial,flexao_verde_moe,flexao_verde_mor,flexao_seca_moe,flexao_seca_mor,compressao_paralela_verde,compressao_paralela_seca,compressao_perpendicular_verde,compressao_perpendicular_seca,dureza_janka_paralela_verde,dureza_janka_paralela_seca,dureza_janka_transversal_verde,dureza_janka_transversal_seca,tração_perpendicular_verde,tração_perpendicular_seca,fendilhamento_verde,fendilhamento_seca,cisalhamento_verde,cisalhamento_seca,extração_pregos_paralela_verde,extração_pregos_paralela_seca,extração_pregos_perpendicular_verde,extração_pregos_perpendicular_seca,cor_cerne_classificacao,textura,gra,brilho,cheiro,sabor,figura_tangencial,figura_radial,cerne_alburno,camadas_de_crescimento,secagem_duracao_dias,secagem_umidade_inicial,secagem_umidade_final,secagem_programa_utilizado,secagem_número_amostras,densidade_classificacao,compressaofco_classificacao,compressaofc90_classificacao,contracao_radial_classificacao,contracao_volumetrica_classificacao,dureza_paralela_classificacao,dureza_tranversal_classificacao,classificacao_tempo_secagem,Modulo_elasticidade_classificacao,cisalhamento_classificacao,dap_cm,altura_m,densidade,biomassa_kg,carbono_kg,co2_kg
146,Macrolobium acacifolium,ARAPARI,Macrolobium,acacifolium,Caesalpiniaceae,(Benth.) Benth.,Juruá-Solimões,AM,9,62, ,"0,54","0,6","1,16","0,63","6,38","2,89","10,02","2,21","7,16","57,57","8,92","79,43","27,56","42,76","5,69","6,67","4952,37","6570,47","4854,3","5128,89","3,33","3,33","421,69","490,33","8,34","10,3",   ,   ,   ,   ,marrom,média,direita e irregular,moderado,imperceptível, ,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",distintos,distintas,165,"99,2",9,suave,24,Média,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
147,Macrolobium sp,ARARAPARI,Macrolobium,sp.,Caesalpiniaceae,,Juruá-Solimões,AM,8,52, ,"0,53","0,6","1,15","0,64","8,76","3,69","11,89","2,37","8,92","62,17","9,9","82,47","25,2","44,52","5,39","7,16","4491,46","7364,81","4667,98","5374,06","3,92","4,02","411,88","509,95","8,63","12,94",   ,   ,   ,   ,marrom,média,irregular,ausente,imperceptível, ,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",distintos,distintas,11,133,"13,7",suave,21,Média,Média,Baixa,Baixa,Média,Média,Média,"Moderadamente Rápida - 8,1 a 12",Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
159,Micrandra minor,CAUCHORANA,Micrandra,minor,Euphorbiaceae,Benth.,Juruá-Solimões,AM,14,60, ,"0,41","0,45","0,99","0,48","7,39","2,48","9,77","2,98","9,32","50,7","9,81","73,45","21,77","37,85","2,65","4,41","2892,97","4550,3","2216,31","3128,33","3,43","3,24","460,91", ,"5,88","10,3",   ,   ,   ,   ,marrom,média,direita,moderado,imperceptível, ,"em forma de `U´, causada pelas camadas de crescimento   em linhas vasculares pouco destacadas   e em pequenas ondulações, causadas pelo parênquima axial","destacada, causada pelas linhas vasculares e pelo contraste dos raios",indistintos,pouco distintas, , , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
160,Micrandra rossiana,SERINGARANA,Micrandra,rossiana,Euphorbiaceae,R.E.Schult.,Juruá-Solimões,AM,15,57,58,"0,67","0,7","1,19","0,81","9,04","5,17","13,82","1,75","11,77","75,61","14,42","128,17","34,03","67,27","4,9","9,71","5678,06","11130,58","5609,42","8561,23","4,51","4,61","490,33","627,63","10,1",15,   ,   ,   ,   ,marrom,fina,direita,ausente,imperceptível, ,"pouco destacada, causada pelas linhas vasculares","pouco destacada, causadas pelas linhas vasculares e pelo contraste dos raios",distintos,pouco distintas,5,"74,5",9,suave,24,Média,Alta,Baixa,Baixa,Média,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
161,Micropholis guyanensis,ABIURANA-MANGABARANA,Micropholis,guyanensis,Sapotaceae,(A.DC.) Pierre,Juruá-Solimões,AM,14,44,44,"0,67","0,8","1,19","0,78","11,16","6,64","16,64","1,68","12,06",86,"14,91","130,33","35,89","74,63","5,79","10,79","6639,12","9179,05","6021,3","7923,79","2,45","2,45","539,37","745,31","9,12","11,18",   ,   ,   ,   ,marrom,fina,direita,moderado,imperceptível, ,"pouco destacada, causada pelas linhas vascularespouco destacada, causada pelas linhas vasculares e pelo contraste dos raios", ,indistintos,pouco distintas, , , , , ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
286,Micropholis mensalis,ABIURANA-branca,Micropholis,mensalis,Sapotaceae,Baehni,Juruá-Solimões,AM,11,52, ,"0,6","0,71","1,11","0,74","9,64","5,22","14,67","1,85","12,55","78,94","13,44","120,13","34,23","57,76","4,61","9,41","5168,12","9590,93","4687,59","7139,26","4,81","5,1","549,17","627,63","9,51","13,44",   ,   ,   ,   ,marrom,fina,direita e ondulada,moderado,imperceptível, ,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas","em ondulações, causadas pela grã   e em linhas radiais pouco destacadas",indistintos,pouco distintas,4,"97,2","8,8",médio,24,Média,Alta,Baixa,Baixa,Alta,Alta,Média,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
563,Nectandra cuspidata,CANELA/LOURO-TAMANCO,Nectandra,cuspidata,Lauraceae,Nees  & Mart.,Juruá-Solimões,AM,9,50, ,"0,4","0,44","0,82","0,46","6,02","4,04","9,13","1,49","7,45","43,35","8,53","66,1","26,18","37,66","3,53","3,82","3246,01", ,"3020,46", ,"2,75","3,43","313,81","431,49","7,75","8,53",   ,   ,   ,   ,cinza,média,revessa,acentuado,característico agradável, ,"destacada, causada pelas linhas vasculares","destacada, causada pelas linhas vasculares e pelo contraste dos raios",pouco distintos a indistintos,pouco distintas,4,"135,7","11,5",forte,24,Leve,Média,Baixa,Baixa,Baixa,Alta,Alta,Rápida - 4 a 8,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
564,Ocotea aciphylla = Ocotea costulata,ABACATIRANA,Ocotea,costulata,Lauraceae,(Nees & Mart.) Mez,Juruá-Solimões,AM,11,46,61,"0,5","0,57","0,94","0,62","6,59","3,94","11,56","1,67","9,32","64,23","9,9","90,81","31,97","51,68","5,3","7,16","4736,62","5540,77","4167,84","4560,1","3,53","3,33","460,91","480,53","8,43","10,98",   ,   ,   ,   ,marrom,média,revessa,acentuado,característico agradável, ,"pouco destacada, causada pelas linhas vasculares","destacada, causada pelas linhas vasculares e pelo contraste dos raios",pouco distintos a distintos,pouco distintas,6,"83,8","10,7",suave,23,Média,Alta,Baixa,Baixa,Média,Média,Média,Rápida - 4 a 8,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
565,Ocotea fragrantissima,LOURO-PRETO,Ocotea,fragrantissima,Lauraceae,Ducke,Juruá-Solimões,AM,9,58,60,"0,48","0,54","0,94","0,58","5,72","2,98","10,12","1,92","9,81","67,86",10,"91,59","32,26","47,17","4,41","6,08","4167,84","4795,46","3402,92","4726,82","4,12","3,92","451,11","568,79","9,02","12,16",   ,   ,   ,   ,amarela,média,revessa,acentuado,característico agradável, ,"destacada, causadas pelas linhas vasculares","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas radiais destacadas",pouco distintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
566,Ocotea sp.,LOURO,Ocotea,sp.,Lauraceae,,Juruá-Solimões,AM,9,52,49,"0,42","0,47","0,93","0,52","7,48","4,06","9,81","1,84","8,73","62,27","9,61","77,28","28,44","45,4","3,82","5,1","3657,89", ,"3383,3", ,"2,94","3,43","402,07","460,91","7,55","8,83",   ,   ,   ,   ,amarela,média,revessa,acentuado,imperceptível, ,"destacada, causada pelas linhas vasculares","destacada, causada pelas linhas vasculares e pelo contraste dos raios",distintos,pouco distintas,25,139,"26,2",forte,24,Leve,Média,Baixa,Baixa,Baixa,Alta,Alta,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
567,Ormosia coccinea,TENTO,Ormosia,coccinea,Fabaceae,Spruce ex Benth.,Juruá-Solimões,AM,11,69,69,"0,58","0,65","1,18","0,72","6,66","3,94","10,9","1,69","8,83","61,88","9,9","94,63","33,15","50,01","7,06","10,79","5570,19","7492,3","5413,28","6129,17","2,94","2,94","411,88","441,3","8,63","12,26",   ,   ,   ,   ,marrom,grossa,revessa,ausente,imperceptível, ,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras","de aspecto fibroso atenuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",distintos,distintas,5,"88,5","6,9",médio,24,Média,Alta,Baixa,Baixa,Baixa,Média,Média,Rápida - 4 a 8,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
568,Ormosia paraensis,TENTO,Ormosia,paraensis,Fabaceae,Ducke,Juruá-Solimões,AM,10,56,56,"0,65","0,75","1,19","0,73","8,6","4,84","13,83","1,78","8,73","43,93","10,2","81,3","35,79","44,42","8,53","9,41","6070,33","8159,15","6148,79","6805,83","0,88","2,26","353,04","382,46","8,04","12,45",   ,   ,   ,   ,marrom,grossa,revessa,moderado,imperceptível, ,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras","de aspecto fibroso atenuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",distintos,distintas, , , , , ,Média,Média,Baixa,Baixa,Média,Alta,Média,Muito Lenta > 20,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
569,Osteophloeum platyspermum,UCUUBARANA,Osteophloeum,platyspermum,Myristicaceae,(A.DC.) Warb.,Juruá-Solimões,AM,15,5,61,"0,46","0,54","1,01","0,59","9,43","5,27","14,5","1,79","9,41","42,27","11,87","78,75","20,69","43,74","1,86","3,53","2588,96","4854,3","2284,96","3834,41","2,55","2,65","343,23","411,88","5,69","10,2",   ,   ,   ,   ,marrom,média,direita,acentuado,imperceptível, ,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas","em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento , em linhas vasculares pouco destacadas   e em linhas radiais destacadas",distintos,pouco distintas,35,"111,5","9,2",forte,31,Leve,Média,Baixa,Baixa,Alta,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
570,Parkia gigantocarpa,FAVA-BOLOTA / VISGUEIRO,Parkia,gigantocarpa,Mimosaceae,Ducke,Juruá-Solimões,AM,13,46,54,"0,26","0,29","0,95","0,31","5,8","2,18","8,76","2,66","5,98","28,83","8,83","30,6","12,75","22,16","1,57","1,96","2029,98","2373,22","1657,33","2059,4","1,86","1,67","205,94","225,55","4,31","6,28",   ,   ,   ,   ,branca,média, ,acentuado,imperceptível, ,"destacada, causada pelas linhas vasculares   e em faixas longitudinais destacadas, causadas pela diferença de cor","pouco destacada, causada pelas linhas vasculares e pelo contraste dos raios",indistintos,distintasrevessa,16,"260,4","28,8",forte,24,Leve,Baixa,Baixa,Baixa,Baixa,Baixa,Baixa,"Moderadamente Lenta - 12,1 a 16",Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
187,Parkia nitida = Parkia oppositifolia,FAVEIRA,Parkia,oppositifolia,Mimosaceae,Spruce ex Benth.,Juruá-Solimões,AM,10,63,63,"0,31","0,34","0,9","0,38","5,33","2,67","8,7",2,"6,47","33,15","6,96","29,71","15,69","29,91","2,06","3,82","2618,38","2991,04","2020,18","2667,42","2,16","2,16","264,78","254,97","6,18","9,51",   ,   ,   ,   ,branca,média,direita a revessa,acentuado,imperceptível, ,"destacada, causada pelas linhas vasculares   e em faixas  longitudinais destacadas, causadas pela diferença de cor","pouco destacada, causada pelas linhas vasculares e pelo contraste dos raios",pouco distintos a indistintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Baixa,Baixa,Baixa,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
190,Parkia pendula,FAVEIRA,Parkia,pendula,Mimosaceae,(Willd.) Benth. ex Walp.,Juruá-Solimões,AM,10,46,46,"0,51", ,"1,1", ,"7,2","2,5",10,"2,88","9,41","64,72","10,79","92,08","31,68","47,95","4,81","7,65","4589,52","5236,76","4167,84","4265,9","3,92","3,73", , ,"8,14","9,71",   ,   ,   ,   ,branca,média,direita,médio, , ,linhas coloridas mais escuras na superfície radial, ,distintos,pouco distintas,75, , , , ,Média,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
199,Pouteria anomala,ABIURANA,Pouteria,caimito,Sapotaceae,(Ruíz & Pav.) Radlk.,Juruá-Solimões,AM,12,55, ,"0,73","0,86","1,25","0,9","9,1","5,7","14,4","1,6","13,63","98,85","15,98","161,71","48,74","83,75","11,18","15,4","8051,28","12552,54","8237,61","10551,98","4,41","4,22","627,63","676,66","11,77","14,22","1.441,58","2.147,66","1.902,49","2.696,84",marrom,fina,direita,ausente ,Cheiro: imperceptível, ,"pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento","pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento e em linhas radiais, devido ao contraste dos raios",pouco distintos,distintas,27,"75,6","17,8",médio,24,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
221,Pouteria egregia,ABIURANA,Pouteria,guianensis,Sapotaceae,Aubl.,Juruá-Solimões,AM,14,49, ,"0,84","0,97","1,23", ,"11,2","6,8","15,7","1,65",15,"118,37","17,55","171,81","60,61","88,95","9,9","14,71","10757,92","14523,69","11444,39","13121,33","4,41","5,69","755,11","882,6","12,65","19,02",   ,   ,   ,   ,marrom,média a fina,cruzada irregular a direita,ausente,imperceptível imperceptível, ,causada por linha vasculares destacadas,"em linhas longitudinais pouco destacadas, causadas por anéis de crescimento",pouco distinto a indistintos,pouco distintas,2, , ,suave, ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
208,Pouteria sp.,ABIURANA,Pouteria,sp.,Sapotaceae,,Juruá-Solimões,AM,9,52, ,"0,72","0,85","1,24","0,92","9,7","5,9","15,2","1,64","13,53","95,22","16,87","155,24","47,86","78,85","7,94","12,85","7443,27","12013,18","6962,74","10757,92","4,71","4,81","657,05","686,47","10,59","13,14","1.186,61","1.745,59","1.706,36","2.108,44",marrom,fina,direita,ausente,imperceptível, ,"pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento","pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento",pouco distintos a indistintos,distintas,5, , , , ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
213,Pterocarpus sp.,EMBIRA-DE-PREGUIÇA,Pterocarpus,sp.,Fabaceae,,Juruá-Solimões,AM,12,60, ,"0,72", ,"1,1", ,"7,1","4,9","11,3","1,45","12,06","106,21","13,14","126,02","50,9","68,35","10,2","11,28","6982,35","7188,29","7237,33","7698,24","5,49",5,0, ,"10,98","12,36",   ,   ,   ,   ,marrom,média,cruzada irregular,médio, , ,linhas (radial), ,pouco distinto,"distintas, irregulares",4, , , , ,Média,Alta,Baixa,Baixa,Baixa,Média,Média,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
225,Schizolobium parahyba = Schizolobium amazonicum,PINHO-CUIABANO,Schizolobium,amazonicum,Caesalpiniaceae,(Huber) Ducke,Juruá-Solimões,AM,9,51,60,"0,49","0,55","1,13","0,47","5,12","4,3","11,1","1,19","9,22","53,25", , ,"23,14","33,44","4,31","4,51","3804,99","4481,65","3246,01","2608,58","3,33","2,65","353,04","362,85","7,26","10,79",   ,   ,   ,   ,marrom,média,ondulada,acentuado,imperceptível, ,"destacada, causada pelas linhas vasculares","pouco destacada, causada pelas linhas vasculares e pelo contraste dos raios",indistintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Alto,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
232,Sloanea nitida,URUCURANA,Sloanea,nitida,Elaeocarpaceae,G.Don,Juruá-Solimões,AM,9,48,48,"0,9","1,11","1,3","1,08","11,22","5,28","18,58","2,13","14,81","116,21","17,75","171,52","57,57","95,52","12,65","19,61","11689,56","16534,05","12189,7","18044,28","3,04","4,51", , ,"15,59","16,08",   ,   ,   ,   ,marrom,média,direita,ausente,imperceptível, ,"pouco destacada, causada pelas linhas vasculares","destacada, causada pelas linhas vasculares e pelo contraste dos raios",pouco distintos a indistintos,distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
233,Sloanea sp.,URUCURANA,Sloanea,sp.,Elaeocarpaceae,,Juruá-Solimões,AM,9,75, ,"0,72","0,86","1,21","0,96","8,71","5,62","15,51","1,55","12,85","124,74","15,98","149,94","43,64","76,79","9,32","15,79","8551,42","18622,88","8659,29","18711,14","4,02", ,"882,6", ,"10,59","22,36",   ,   ,   ,   ,branca,média,direita,ausente,imperceptível, ,"pouco destacada, causada pelas linhas vasculares","destacada, causada pelas linhas vasculares e pelo contraste dos raios",pouco distintos a indistintos,distintas, , , , , ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
241,Swartzia recurva,URUCURANA,Swartzia,recurva,Fabaceae,Poepp.,Juruá-Solimões,AM, , , ,"0,77","0,9","1,22","0,92","8,51","6,21","15,04","1,37","16,38","106,01","16,67","154,06","48,44","73,06","7,75",15,"8070,89","12572,16","8159,15","10983,48","5,59", ,"735,5", ,"10,49","17,06",   ,   ,   ,   ,marrom,média,direita,moderado,imperceptível, ,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas",indistintos,distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
247,Tachigali cavipes,TAXI-BRANCO,Tachigali,cavipes,Caesalpiniaceae,(Spruce ex Benth.) Macbr.,Juruá-Solimões,AM,10,52, ,"0,4","0,45","1,02","0,55","6,3","4,56","9,66","1,38","7,75","32,66","10,2","82,28","20,5","44,42","3,14","4,31","3981,51","4520,88","3167,56","3638,28","2,35","3,14","353,04","431,49","7,45","8,63",   ,   ,   ,   ,cinza,média,revessa,acentuado,imperceptível, ,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares e radiais destacadas",pouco distintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
248,Tachigali multijuga,TAXI-PRETO / ZIQUITA,Tachigali,multijuga,Caesalpiniaceae,Benth.,Juruá-Solimões,AM,14,54, ,"0,57","0,65","1,13","0,64","7,42","4,23","12,76","1,75","12,94","77,08",,"97,97","32,66","59,92",5,"7,75","5148,5","5834,97","4795,46","5187,73","2,65","5,1","519,75","519,75","8,24","11,47",   ,   ,   ,   ,marrom,média,revessa e ondulada,acentuado,imperceptível, ,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares e radiais destacadas",distintos,distintas, , , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
252,Tachigali sp.,PAU-PONGA,Tachigali,sp.,Caesalpiniaceae,,Juruá-Solimões,AM,11,48,48,"0,48","0,55","1,03","0,58","6,97","4,06","11,89","1,72","10,3","66,88","10,59","95,42","27,46","46,97","3,53","6,08","3932,48","6609,7","3314,66","4530,68","3,04","3,53","529,56", ,"9,61","11,87",   ,   ,   ,   ,marrom,média,revessa,acentuado,imperceptível, ,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares e radiais destacadas",pouco distintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
151,Vatairea guianensis,FAVEIRA-AMARGOSA,Vatairea,guianensis,Fabaceae,Aubl.,Juruá-Solimões,AM,8,47,57,"0,64","0,75","1,21","0,83","9,72","4,8","14,8","2,03","11,67","77,08","13,34","110,72","36,97","57,37","6,28","7,94","6001,69","7355,01","6393,95","6815,64","3,24","3,82","490,33","549,17","9,12",10,   ,   ,   ,   ,marrom,grossa,direita a revessa,moderado,imperceptível, ,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras","de aspecto fibroso atenuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",distintos,distintas,9,"76,4","10,6",suave,24,Média,Alta,Baixa,Baixa,Alta,Média,Média,"Moderadamente Rápida - 8,1 a 12",Alto,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
